voter_id,state_treasurer_0,state_treasurer_1,state_treasurer_2,state_treasurer_3,state_treasurer_4,stability,stability_score,consistency_level
37,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
97,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
56,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
75,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
36,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
67,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
48,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
41,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
76,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
9,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
6,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
39,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
30,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
82,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
21,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
26,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
74,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
98,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
71,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
47,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
88,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
17,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
57,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
24,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
23,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
12,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
94,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
54,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
19,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
1,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
34,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
73,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
2,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
69,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
46,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
44,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
28,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
29,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
80,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
13,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
27,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
32,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
14,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
96,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
64,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
10,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
78,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
72,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
70,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
58,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
50,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
43,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
100,sharon,sharon,sharon,sharon,sharon,"[1,1,1,1,1]",1.00,high
62,mike,mike,mike,mike,mike,"[0,0,0,0,0]",1.00,high
